一	heng	hv
𩳺	rigui	rg
𩳻	guijie	gj
𩳼	kegui	kg
𩳽	chungui	cg
𩳾	guimian	gm
𩳿	beigui	bg
𩴀	guizhe	gz
𩴁	guixian	gx
𩴂	guizhong	gz
𩴃	guiji	gj
𩴄	guibian	gb
𩴅	guiqi	gq
𩴆	gegui	gg
𩴇	guisha	gs
𩴈	mugui	mg
𩴉	guiyuan	gy
𩴊	guicha	gc
𩴋	guixue	gx
𩴌	guijian	gj
𩴍	guisou	gs
𩴎	guiji	gj
𩴏	juangui	jg
𩴐	guilv	gl
𩴑	guican	gc
𩴒	qianggui	qg
𩴓	guijin	gj
𩴔	guiyong	gy
𩴕	zhangui	zg
𩴖	juangui	jg
𩴗	guijin	gj
𩴘	guichu	gc
𩴙	guishen	gs
𩴚	guizhai	gz
𩴛	hugui	hg
𩴜	guiyi	gy
𩴝	guideng	gd
𩴞	guiwei	gw
𩴟	shegui	sg
𩴠	guilin	gl
𩴡	guigu	gg
𩴢	yugui	yg
𩴣	changgui	cg
𩴤	guiliao	gl
𩴥	xugui	xg
𩴦	jiangui	jg
𩴧	guijiao	gj
𩴨	yanggui	yg
𩴩	guihuo	gh
𩴪	jigui	jg
𩴫	guidan	gd
𩴬	maigui	mg
𩴭	guisi	gs
𩴮	guixing	gx
𩴯	guiju	gj
𩴰	guiwei	gw
𩴱	bingui	bg
𩴲	menggui	mg
𩴳	guicha	gc
𩴴	guitu	gt
𩴵	guijian	gj
𩴶	guixu	gx
𩴷	yigui	yg
𩴸	guibin	gb
𩴹	guidi	gd
𩴺	maigui	mg
𩴻	tiangui	tg
𩴼	guitian	gt
𩴽	yanggui	yg
𩴾	guimie	gm
𩴿	rugui	rg
𩵀	linggui	lg
𩵁	guiling	gl
𩵂	linggui	lg
𩵃	guizhai	gz
𩵄	guiguan	gg
𩵅	guiqu	gq
𩵆	guizan	gz
𩵇	guiluo	gl
𩵈	guijue	gj
𩵉	guiwen	gw
𩵊	guikui	gk
𩵋	yuda	yd
𩵌	yuliao	yl
𩵍	yujiu	yj
𩵎	yuyou	yy
𩵏	yubi	yb
𩵐	yuqi	yq
𩵑	renhuo	rh
𩵒	yuba	yb
𩵓	yuli	yl
𩵔	yuye	yy
𩵕	yuren	yr
𩵖	yuxiao	yx
𩵗	yusi	ys
𩵘	yutu	yt
𩵙	yuchuan	yc
𩵚	yutu	yt
𩵛	youyu	yy
𩵜	yuge	yg
𩵝	yucai	yc
𩵞	yuqian	yq
𩵟	yugan	yg
𩵠	yuniu	yn
𩵡	yue	ye
𩵢	yuqian	yq
𩵣	yubu	yb
𩵤	yushu	ys
𩵥	yuquan	yq
𩵦	yumu	ym
𩵧	yuqi	yq
𩵨	yurong	yr
𩵩	yufu	yf
𩵪	yuji	yj
𩵫	yinyu	yy
𩵬	yudou	yd
𩵭	yuwang	yw
𩵮	shaoyu	sy
𩵯	yudian	yd
𩵰	yuhuo	yh
𩵱	yuwu	yw
𩵲	yuyao	yy
𩵳	wenyu	wy
𩵴	muyu	my
𩵵	yuzhong	yz
𩵶	yuanyu	yy
𩵷	yuyao	yy
𩵸	yuji	yj
𩵹	yufu	yf
𩵺	yuyue	yy
𩵻	yugou	yg
𩵼	yuyou	yy
𩵽	yuxin	yx
𩵾	yuzhi	yz
𩵿	yuyi	yy
𩶀	yuya	yy
𩶁	yubing	yb
𩶂	yuning	yn
𩶃	yuzhu	yz
𩶄	yushu	ys
𩶅	yudi	yd
𩶆	yuci	yc
𩶇	yushi	ys
𩶈	yuhu	yh
𩶉	yubu	yb
𩶊	siyu	sy
𩶋	yumu	ym
𩶌	yuchu	yc
𩶍	yuyi	yy
𩶎	yuran	yr
𩶏	yuwa	yw
𩶐	yuban	yb
𩶑	yubai	yb
𩶒	yumao	ym
𩶓	chunyu	cy
𩶔	muyu	my
𩶕	daiyu	dy
𩶖	yumu	ym
𩶗	yuer	ye
𩶘	yuli	yl
𩶙	yuyong	yy
𩶚	yumu	ym
𩶛	yujia	yj
𩶜	yusheng	ys
𩶝	yuzheng	yz
𩶞	yufan	yf
𩶟	yufa	yf
𩶠	yuhui	yh
𩶡	yuchuan	yc
𩶢	yumou	ym
𩶣	yuzhou	yz
𩶤	yuxian	yx
𩶥	yuchong	yc
𩶦	yuzai	yz
𩶧	yujiu	yj
𩶨	yushi	ys
𩶩	yurou	yr
𩶪	yuzhi	yz
𩶫	yuxue	yx
𩶬	yusi	ys
𩶭	yuwu	yw
𩶮	yuniu	yn
𩶯	ruyu	ry
𩶰	yuduo	yd
𩶱	yuzhai	yz
𩶲	ciyu	cy
𩶳	yuri	yr
𩶴	yuchi	yc
𩶵	yulei	yl
𩶶	yuhuang	yh
𩶷	yuchu	yc
𩶸	yuguang	yg
𩶹	yuduo	yd
𩶺	yurong	yr
𩶻	yuhuo	yh
𩶼	yusha	ys
𩶽	yulie	yl
𩶾	yuyin	yy
𩶿	jiuyu	jy
𩷀	renyu	ry
𩷁	yuba	yb
𩷂	yudao	yd
𩷃	yuhong	yh
𩷄	yujiang	yj
𩷅	yuyou	yy
𩷆	yuhui	yh
𩷇	yuxiong	yx
𩷈	yulie	yl
𩷉	yuyi	yy
𩷊	yushou	ys
𩷋	yuli	yl
𩷌	yumu	ym
𩷍	yuyi	yy
𩷎	yudi	yd
𩷏	yujing	yj
𩷐	yuju	yj
𩷑	yunv	yn
𩷒	yujin	yj
𩷓	yuzhi	yz
𩷔	yuxin	yx
𩷕	yuliang	yl
𩷖	yubu	yb
𩷗	yukuang	yk
𩷘	yuji	yj
𩷙	yushan	ys
𩷚	yubo	yb
𩷛	yujiao	yj
𩷜	yufang	yf
𩷝	yugu	yg
𩷞	chuyu	cy
𩷟	yujia	yj
𩷠	yukang	yk
𩷡	jiuyu	jy
𩷢	shouyu	sy
𩷣	yucheng	yc
𩷤	yubie	yb
𩷥	yucun	yc
𩷦	yuwo	yw
𩷧	yuchi	yc
𩷨	yuxiao	yx
𩷩	yuchen	yc
𩷪	yujian	yj
𩷫	yuyuan	yy
𩷬	kuangyu	ky
𩷭	yufeng	yf
𩷮	yuchuan	yc
𩷯	woyu	wy
𩷰	yuxun	yx
𩷱	yuji	yj
𩷲	yuzhen	yz
𩷳	yuwei	yw
𩷴	yuba	yb
𩷵	yutun	yt
𩷶	yumang	ym
𩷷	eryu	ey
𩷸	yufang	yf
𩷹	yuzhuo	yz
𩷺	yufu	yf
𩷻	yuli	yl
𩷼	yuli	yl
𩷽	yuda	yd
𩷾	yuer	ye
𩷿	yuye	yy
𩸀	yupeng	yp
𩸁	yubi	yb
𩸂	yufen	yf
𩸃	yutu	yt
𩸄	yuguo	yg
𩸅	yufu	yf
𩸆	yuyan	yy
𩸇	yayu	yy
𩸈	yuchong	yc
𩸉	yupi	yp
𩸊	yubo	yb
𩸋	yuya	yy
𩸌	yushao	ys
𩸍	yuming	ym
𩸎	yuding	yd
𩸏	yumu	ym
𩸐	yuru	yr
𩸑	yuqiang	yq
𩸒	yugang	yg
𩸓	boyu	by
𩸔	renyu	ry
𩸕	yuchang	yc
𩸖	yayu	yy
𩸗	yufang	yf
𩸘	yuguan	yg
𩸙	yuli	yl
𩸚	yumao	ym
𩸛	yutian	yt
𩸜	yuyun	yy
𩸝	songyu	sy
𩸞	yuqi	yq
𩸟	yuwu	yw
𩸠	yuyue	yy
𩸡	niuyu	ny
𩸢	yuli	yl
𩸣	yushou	ys
𩸤	yufu	yf
𩸥	yuyan	yy
𩸦	yuni	yn
𩸧	niyu	ny
𩸨	yuyi	yy
𩸩	yuwan	yw
𩸪	wanyu	wy
𩸫	yuchui	yc
𩸬	yupou	yp
𩸭	yuli	yl
𩸮	yufeng	yf
𩸯	yuzhuo	yz
𩸰	yugu	yg
𩸱	yujin	yj
𩸲	yushi	ys
𩸳	yumei	ym
𩸴	yuzhi	yz
𩸵	yuzheng	yz
𩸶	yuyan	yy
𩸷	yushi	ys
𩸸	yuqi	yq
𩸹	yumi	ym
𩸺	yuli	yl
𩸻	eryu	ey
𩸼	yuguai	yg
𩸽	yuhua	yh
𩸾	yuye	yy
𩸿	yushu	ys
𩹀	yuzou	yz
𩹁	yubing	yb
𩹂	yuwei	yw
𩹃	yuke	yk
𩹄	yuhe	yh
𩹅	yuying	yy
𩹆	yuzi	yz
𩹇	yuting	yt
𩹈	yuzhi	yz
𩹉	yufei	yf
𩹊	yuyou	yy
𩹋	yugong	yg
𩹌	yushui	ys
𩹍	yugui	yg
𩹎	yuyin	yy
𩹏	yuquan	yq
𩹐	yupu	yp
𩹑	yuchong	yc
𩹒	chuanyu	cy
𩹓	yuda	yd
𩹔	yuyou	yy
𩹕	yuke	yk
𩹖	yujiang	yj
𩹗	yuliang	yl
𩹘	yupai	yp
𩹙	yueyu	yy
𩹚	leiyu	ly
𩹛	yumao	ym
𩹜	yuku	yk
𩹝	yudu	yd
𩹞	yunan	yn
𩹟	yunai	yn
𩹠	yumian	ym
𩹡	yumao	ym
𩹢	yuguo	yg
𩹣	yutu	yt
𩹤	qiuyu	qy
𩹥	yufeng	yf
𩹦	yuqiang	yq
𩹧	yuxin	yx
𩹨	yuduan	yd
𩹩	yushi	ys
𩹪	yumei	ym
𩹫	yuqi	yq
𩹬	yuku	yk
𩹭	yuchi	yc
𩹮	yumou	ym
𩹯	yuzai	yz
𩹰	yuzhen	yz
𩹱	yuxu	yx
𩹲	yufu	yf
𩹳	yusuo	ys
𩹴	yuyao	yy
𩹵	eryu	ey
𩹶	yutang	yt
𩹷	yugui	yg
𩹸	yugong	yg
𩹹	yuzhi	yz
𩹺	yuge	yg
𩹻	yubi	yb
𩹼	zhuoyu	zy
𩹽	yuyan	yy
𩹾	yuna	yn
𩹿	yuge	yg
𩺀	yuji	yj
𩺁	caoyu	cy
𩺂	yubing	yb
𩺃	chayu	cy
𩺄	yueyu	yy
𩺅	yutian	yt
𩺆	yulao	yl
𩺇	yuwen	yw
𩺈	nayu	ny
𩺉	yuchi	yc
𩺊	yuhuang	yh
𩺋	yugong	yg
𩺌	yudai	yd
𩺍	yumi	ym
𩺎	yucun	yc
𩺏	yuri	yr
𩺐	yujun	yj
𩺑	yufang	yf
𩺒	yudian	yd
𩺓	banyu	by
𩺔	zhouyu	zy
𩺕	yuwen	yw
𩺖	yutu	yt
𩺗	yuda	yd
𩺘	yuzhen	yz
𩺙	yujiong	yj
𩺚	yushi	ys
𩺛	yuhu	yh
𩺜	yutian	yt
𩺝	yuni	yn
𩺞	yusang	ys
𩺟	yuhou	yh
𩺠	yuqiu	yq
𩺡	yuban	yb
𩺢	yuzhe	yz
𩺣	yuchao	yc
𩺤	yuli	yl
𩺥	yuchu	yc
𩺦	yuchun	yc
𩺧	yuzhi	yz
𩺨	yufeng	yf
𩺩	yuba	yb
𩺪	yuban	yb
𩺫	yujuan	yj
𩺬	yuzhui	yz
𩺭	yushui	ys
𩺮	yulu	yl
𩺯	zuyu	zy
𩺰	yuyu	yy
𩺱	yuni	yn
𩺲	yushui	ys
𩺳	yusha	ys
𩺴	yuman	ym
𩺵	yuxin	yx
𩺶	yuqian	yq
𩺷	yubi	yb
𩺸	weiyu	wy
𩺹	yufang	yf
𩺺	yuji	yj
𩺻	yugai	yg
𩺼	yufu	yf
𩺽	yuwen	yw
𩺾	shuyu	sy
𩺿	yujing	yj
𩻀	yuzu	yz
𩻁	yumo	ym
𩻂	yuhui	yh
𩻃	yuchong	yc
𩻄	yusi	ys
𩻅	yuye	yy
𩻆	yuling	yl
𩻇	yuyu	yy
𩻈	yusha	ys
𩻉	yiyu	yy
𩻊	eryu	ey
𩻋	yudi	yd
𩻌	yuli	yl
𩻍	weiyu	wy
𩻎	yuqiu	yq
𩻏	yuchan	yc
𩻐	yuwen	yw
𩻑	yuli	yl
𩻒	yuli	yl
𩻓	yutu	yt
𩻔	yushi	ys
𩻕	yudan	yd
𩻖	yuyan	yy
𩻗	yubu	yb
𩻘	yujian	yj
𩻙	yuni	yn
𩻚	yuwu	yw
𩻛	yuri	yr
𩻜	laiyu	ly
𩻝	yuxun	yx
𩻞	yuer	ye
𩻟	yuwei	yw
𩻠	yufang	yf
𩻡	yutong	yt
𩻢	congyu	cy
𩻣	yuzi	yz
𩻤	yuhei	yh
𩻥	yujian	yj
𩻦	yuxin	yx
𩻧	yuguo	yg
𩻨	yuhui	yh
𩻩	yuzhi	yz
𩻪	changyu	cy
𩻫	yumi	ym
𩻬	yupeng	yp
𩻭	yuyi	yy
𩻮	yuhua	yh
𩻯	laiyu	ly
𩻰	yuzhang	yz
𩻱	yujing	yj
𩻲	yufei	yf
𩻳	yuli	yl
𩻴	yuzhong	yz
𩻵	yuyu	yy
𩻶	yuri	yr
𩻷	shengyu	sy
𩻸	yudai	yd
𩻹	yuchao	yc
𩻺	yubei	yb
𩻻	yuliao	yl
𩻼	yushi	ys
𩻽	yuhua	yh
𩻾	yujian	yj
𩻿	yuquan	yq
𩼀	yuwei	yw
𩼁	yudu	yd
𩼂	yusui	ys
𩼃	yujing	yj
𩼄	siyan	sy
𩼅	yunong	yn
𩼆	yuli	yl
𩼇	yucan	yc
𩼈	yuda	yd
𩼉	yudang	yd
𩼊	wangyu	wy
𩼋	yuye	yy
𩼌	yuwei	yw
𩼍	yubei	yb
𩼎	yubi	yb
𩼏	eryu	ey
𩼐	fuyu	fy
𩼑	yuzi	yz
𩼒	yuse	ys
𩼓	yuxing	yx
𩼔	yulian	yl
𩼕	yuwen	yw
𩼖	yulian	yl
𩼗	yuchou	yc
𩼘	yuxian	yx
𩼙	yuge	yg
𩼚	yuji	yj
𩼛	yugan	yg
𩼜	yubei	yb
𩼝	yugan	yg
𩼞	yuchong	yc
𩼟	yushu	ys
𩼠	jieyu	jy
𩼡	chuyu	cy
𩼢	biyu	by
𩼣	yuguo	yg
𩼤	yubing	yb
𩼥	caoyu	cy
𩼦	yuju	yj
𩼧	yubin	yb
𩼨	yuyi	yy
𩼩	yuchuan	yc
𩼪	shuiyu	sy
𩼫	yangxi	yx
𩼬	yufu	yf
𩼭	eryu	ey
𩼮	gongyou	gy
𩼯	yutuan	yt
𩼰	yuxin	yx
𩼱	yubei	yb
𩼲	yuxin	yx
𩼳	yujian	yj
𩼴	yanyu	yy
𩼵	yuwen	yw
𩼶	yuliu	yl
𩼷	yudui	yd
𩼸	duiyu	dy
𩼹	yuyu	yy
𩼺	yucang	yc
𩼻	caodan	cd
𩼼	yutu	yt
𩼽	yuli	yl
𩼾	yumie	ym
𩼿	yuyue	yy
𩽀	yushui	ys
𩽁	yuhuo	yh
𩽂	yulin	yl
𩽃	yumi	ym
𩽄	yuzhi	yz
𩽅	yujiu	yj
𩽆	yumai	ym
𩽇	yuyou	yy
𩽈	yulu	yl
𩽉	yushou	ys
𩽊	yulei	yl
𩽋	yushu	ys
𩽌	yugui	yg
𩽍	yujiu	yj
𩽎	yuyi	yy
𩽏	yuli	yl
𩽐	yucan	yc
𩽑	muyu	my
𩽒	yuyan	yy
𩽓	laiyu	ly
𩽔	yuru	yr
𩽕	yuzhi	yz
𩽖	yudu	yd
𩽗	yuyu	yy
𩽘	zhuyu	zy
𩽙	yudan	yd
𩽚	yuhui	yh
𩽛	yubu	yb
𩽜	yuzu	yz
𩽝	yutu	yt
𩽞	yudi	yd
𩽟	jindan	jd
𩽠	yuniao	yn
𩽡	yushou	ys
𩽢	yuying	yy
𩽣	yumie	ym
𩽤	yuchou	yc
𩽥	yulan	yl
𩽦	yumo	ym
𩽧	yushuang	ys
𩽨	yujuan	yj
𩽩	yuqu	yq
𩽪	yunie	yn
𩽫	chaxi	cx
𩽬	yuhuo	yh
𩽭	yulan	yl
𩽮	yucang	yc
𩽯	yumie	ym
𩽰	yuluo	yl
𩽱	yuchong	yc
𩽲	yubian	yb
𩽳	yudang	yd
𩽴	yuyan	yy
𩽵	yuli	yl
𩽶	yukou	yk
𩽷	yuba	yb
𩽸	yurao	yr
𩽹	yuji	yj
𩽺	yufu	yf
𩽻	yufu	yf
𩽼	yujun	yj
𩽽	yuzhai	yz
𩽾	yuan	ya
𩽿	yuduo	yd
𩾀	yugu	yg
𩾁	yuqiu	yq
𩾂	yushou	ys
𩾃	yumian	ym
𩾄	yuxun	yx
𩾅	yutu	yt
𩾆	yuni	yn
𩾇	yuhu	yh
𩾈	yushu	ys
𩾉	yujia	yj
𩾊	yuxu	yx
𩾋	yuzhong	yz
𩾌	yukang	yk
𩾍	yucan	yc
𩾎	yuyou	yy
𩾏	hengniao	hn
𩾐	niaoyi	ny
𩾑	pieniao	pn
𩾒	niaoliao	nl
𩾓	niaoer	ne
𩾔	qiniao	qn
𩾕	biniao	bn
𩾖	niaonai	nn
𩾗	diaoniao	dn
𩾘	chaniao	cn
𩾙	niaobi	nb
𩾚	dingniao	dn
𩾛	jiuniao	jn
𩾜	niaoli	nl
𩾝	niaogan	ng
𩾞	wanniao	wn
𩾟	xiaoniao	xn
𩾠	jiniao	jn
𩾡	niaoshao	ns
𩾢	yiniao	yn
𩾣	chuanniao	cn
𩾤	buniao	bn
𩾥	qiniao	qn
𩾦	guangniao	gn
𩾧	niaochuan	nc
𩾨	fanniao	fn
𩾩	niaoji	nj
𩾪	daniao	dn
𩾫	niaogong	ng
𩾬	niaogong	ng
𩾭	qianniao	qn
𩾮	meniao	mn
𩾯	shuiniao	sn
𩾰	zhiniao	zn
𩾱	niaoang	na
𩾲	wuniao	wn
𩾳	niaomian	nm
𩾴	niaojie	nj
𩾵	youniao	yn
𩾶	niaoji	nj
𩾷	geniao	gn
𩾸	changniao	cn
𩾹	huaniao	hn
𩾺	jingniao	jn
𩾻	qiniao	qn
𩾼	shuiniao	sn
𩾽	niaoxin	nx
𩾾	yaoniao	yn
𩾿	funiao	fn
𩿀	zhongniao	zn
𩿁	niaoquan	nq
𩿂	maoniao	mn
𩿃	yunniao	yn
𩿄	panniao	pn
𩿅	hongniao	hn
𩿆	shiniao	sn
𩿇	huniao	hn
𩿈	fenniao	fn
𩿉	niaofen	nf
𩿊	yueniao	yn
𩿋	niaodao	nd
𩿌	renniao	rn
𩿍	huniao	hn
𩿎	yuniao	yn
𩿏	shuangniao	sn
𩿐	niaoza	nz
𩿑	jiniao	jn
𩿒	yaoniao	yn
𩿓	niaoniu	nn
𩿔	fanniao	fn
𩿕	renniao	rn
𩿖	niaoyun	ny
𩿗	yuniao	yn
𩿘	niaomao	nm
𩿙	niaoge	ng
𩿚	niaodou	nd
𩿛	quanniao	qn
𩿜	huiniao	hn
𩿝	juniao	jn
𩿞	zhaniao	zn
𩿟	quniao	qn
𩿠	niaoyue	ny
𩿡	niaotai	nt
𩿢	zhuniao	zn
𩿣	moniao	mn
𩿤	zhaniao	zn
𩿥	erniao	en
𩿦	zhiniao	zn
𩿧	funiao	fn
𩿨	qiuniao	qn
𩿩	chuniao	cn
𩿪	chiniao	cn
𩿫	changniao	cn
𩿬	youniao	yn
𩿭	shanniao	sn
𩿮	kuangniao	kn
𩿯	shuniao	sn
𩿰	yueniao	yn
𩿱	yuniao	yn
𩿲	weiniao	wn
𩿳	zhengniao	zn
𩿴	niaogong	ng
𩿵	niaogu	ng
𩿶	yangniao	yn
𩿷	shiniao	sn
𩿸	qiaoniao	qn
𩿹	quniao	qn
𩿺	waniao	wn
𩿻	beiniao	bn
𩿼	niaojia	nj
𩿽	yeniao	yn
𩿾	yongniao	yn
𩿿	chuniao	cn
𪀀	baoniao	bn
𪀁	niaojia	nj
𪀂	niaoyou	ny
𪀃	niaoer	ne
𪀄	zhanniao	zn
𪀅	guaniao	gn
𪀆	shiniao	sn
𪀇	niaopi	np
𪀈	yuanniao	yn
𪀉	keniao	kn
𪀊	niaoju	nj
𪀋	niaojia	nj
𪀌	niaojia	nj
𪀍	niaodi	nd
𪀎	shiniao	sn
𪀏	niaoju	nj
𪀐	niaofa	nf
𪀑	piniao	pn
𪀒	niaozhi	nz
𪀓	niaoduo	nd
𪀔	niaosi	ns
𪀕	yeniao	yn
𪀖	shangniao	sn
𪀗	weiniao	wn
𪀘	jiangniao	jn
𪀙	riniao	rn
𪀚	niaorong	nr
𪀛	gongniao	gn
𪀜	ciniao	cn
𪀝	niniao	nn
𪀞	huangniao	hn
𪀟	huiniao	hn
𪀠	niaoxun	nx
𪀡	fengniao	fn
𪀢	funiao	fn
𪀣	shaniao	sn
𪀤	niaojiang	nj
𪀥	zhainiao	zn
𪀦	shiniao	sn
𪀧	laoniao	ln
𪀨	yaoniao	yn
𪀩	duoniao	dn
𪀪	xiuniao	xn
𪀫	xueniao	xn
𪀬	huiniao	hn
𪀭	tongniao	tn
𪀮	haoniao	hn
𪀯	guangniao	gn
𪀰	yiniao	yn
𪀱	gainiao	gn
𪀲	juanniao	jn
𪀳	niaomi	nm
𪀴	niaoyu	ny
𪀵	rongniao	rn
𪀶	biniao	bn
𪀷	xianniao	xn
𪀸	niaoshi	ns
𪀹	xiniao	xn
𪀺	niaonv	nn
𪀻	niuniao	nn
𪀼	renniao	rn
𪀽	xunniao	xn
𪀾	chuanniao	cn
𪀿	miniao	mn
𪁀	yuniao	yn
𪁁	youniao	yn
𪁂	yiniao	yn
𪁃	jianniao	jn
𪁄	niaoji	nj
𪁅	seniao	sn
𪁆	niaohou	nh
𪁇	chongniao	cn
𪁈	zhuangniao	zn
𪁉	niaojiao	nj
𪁊	zheniao	zn
𪁋	chengniao	cn
𪁌	chiniao	cn
𪁍	jieniao	jn
𪁎	xiaoniao	xn
𪁏	shanniao	sn
𪁐	liniao	ln
𪁑	duiniao	dn
𪁒	niaolong	nl
𪁓	zhiniao	zn
𪁔	laoniao	ln
𪁕	woniao	wn
𪁖	qiuniao	qn
𪁗	niaoyi	ny
𪁘	wangniao	wn
𪁙	wuniao	wn
𪁚	erniao	en
𪁛	yiniao	yn
𪁜	liangniao	ln
𪁝	shiniao	sn
𪁞	douniao	dn
𪁟	hanniao	hn
𪁠	jueniao	jn
𪁡	chaniao	cn
𪁢	fangniao	fn
𪁣	dainiao	dn
𪁤	maoniao	mn
𪁥	shiniao	sn
𪁦	niaojin	nj
𪁧	chenniao	cn
𪁨	niaoyi	ny
𪁩	niaodi	nd
𪁪	longniao	ln
𪁫	niaojie	nj
𪁬	biniao	bn
𪁭	niaofu	nf
𪁮	xiuniao	xn
𪁯	niaoka	nk
𪁰	zhiniao	zn
𪁱	chuangniao	cn
𪁲	chuniao	cn
𪁳	lvniao	ln
𪁴	niaogu	ng
𪁵	juniao	jn
𪁶	guoniao	gn
𪁷	niaoshan	ns
𪁸	niaoqiang	nq
𪁹	niaofei	nf
𪁺	shangniao	sn
𪁻	xiniao	xn
𪁼	boniao	bn
𪁽	zuniao	zn
𪁾	caoniao	cn
𪁿	songniao	sn
𪂀	niaofu	nf
𪂁	gainiao	gn
𪂂	zhuoniao	zn
𪂃	niaobei	nb
𪂄	chiniao	cn
𪂅	zhiniao	zn
𪂆	hunniao	hn
𪂇	changniao	cn
𪂈	yanniao	yn
𪂉	huoniao	hn
𪂊	niaota	nt
𪂋	niaozhou	nz
𪂌	daniao	dn
𪂍	kainiao	kn
𪂎	niaoxiang	nx
𪂏	feiniao	fn
𪂐	congniao	cn
𪂑	diniao	dn
𪂒	huniao	hn
𪂓	shanniao	sn
𪂔	shuiniao	sn
𪂕	yuniao	yn
𪂖	funiao	fn
𪂗	shiniao	sn
𪂘	renming	rm
𪂙	niaopeng	np
𪂚	niaolu	nl
𪂛	caoniao	cn
𪂜	meiniao	mn
𪂝	niaodong	nd
𪂞	feiniao	fn
𪂟	biniao	bn
𪂠	guoniao	gn
𪂡	mingniao	mn
𪂢	anniao	an
𪂣	zhuiniao	zn
𪂤	mingniao	mn
𪂥	funiao	fn
𪂦	wanniao	wn
𪂧	niaowan	nw
𪂨	biniao	bn
𪂩	liniao	ln
𪂪	zhouniao	zn
𪂫	jiniao	jn
𪂬	huniao	hn
𪂭	niaowan	nw
𪂮	guniao	gn
𪂯	niaogu	ng
𪂰	niaodi	nd
𪂱	niaozhuo	nz
𪂲	guniao	gn
𪂳	niaokun	nk
𪂴	niaoqing	nq
𪂵	huoniao	hn
𪂶	xianniao	xn
𪂷	niaohou	nh
𪂸	xueniao	xn
𪂹	chunniao	cn
𪂺	jiniao	jn
𪂻	heniao	hn
𪂼	xiangniao	xn
𪂽	penniao	pn
𪂾	shiniao	sn
𪂿	niaoshi	ns
𪃀	niaoguo	ng
𪃁	baoniao	bn
𪃂	liuniao	ln
𪃃	funiao	fn
𪃄	siniao	sn
𪃅	xiaoniao	xn
𪃆	niaozou	nz
𪃇	jiniao	jn
𪃈	qiniao	qn
𪃉	erniao	en
𪃊	xiongniao	xn
𪃋	xiniao	xn
𪃌	yangniao	yn
𪃍	yuniao	yn
𪃎	yuniao	yn
𪃏	mouniao	mn
𪃐	niaomiao	nm
𪃑	maoniao	mn
𪃒	duniao	dn
𪃓	funiao	fn
𪃔	caoniao	cn
𪃕	luoniao	ln
𪃖	caoniao	cn
𪃗	niaoxuan	nx
𪃘	zainiao	zn
𪃙	zheniao	zn
𪃚	zhiniao	zn
𪃛	yanniao	yn
𪃜	gainiao	gn
𪃝	dainiao	dn
𪃞	niaomiao	nm
𪃟	keniao	kn
𪃠	chiniao	cn
𪃡	hongniao	hn
𪃢	nanniao	nn
𪃣	chunniao	cn
𪃤	guiniao	gn
𪃥	xiangniao	xn
𪃦	miaoniao	mn
𪃧	miaoniao	mn
𪃨	youniao	yn
𪃩	qiuniao	qn
𪃪	yuniao	yn
𪃫	houniao	hn
𪃬	qiuniao	qn
𪃭	keniao	kn
𪃮	wuniao	wn
𪃯	minniao	mn
𪃰	yuanniao	yn
𪃱	houniao	hn
𪃲	niaozhe	nz
𪃳	yingniao	yn
𪃴	niaoke	nk
𪃵	niaocha	nc
𪃶	houniao	hn
𪃷	qieniao	qn
𪃸	yeniao	yn
𪃹	jiniao	jn
𪃺	gouniao	gn
𪃻	mainiao	mn
𪃼	xiniao	xn
𪃽	funiao	fn
𪃾	rongniao	rn
𪃿	geniao	gn
𪄀	banniao	bn
𪄁	yuanniao	yn
𪄂	xianiao	xn
𪄃	ganniao	gn
𪄄	diaoniao	dn
𪄅	shaniao	sn
𪄆	xinniao	xn
𪄇	funiao	fn
𪄈	niaoqin	nq
𪄉	yongniao	yn
𪄊	muniao	mn
𪄋	gainiao	gn
𪄌	gongniao	gn
𪄍	kouniao	kn
𪄎	geniao	gn
𪄏	xiniao	xn
𪄐	yeniao	yn
𪄑	gainiao	gn
𪄒	biaoniao	bn
𪄓	niaokou	nk
𪄔	niaogui	ng
𪄕	banniao	bn
𪄖	qiniao	qn
𪄗	shiniao	sn
𪄘	youniao	yn
𪄙	muniao	mn
𪄚	taniao	tn
𪄛	niaoxi	nx
𪄜	shiniao	sn
𪄝	niaowu	nw
𪄞	niaochu	nc
𪄟	niaodan	nd
𪄠	shuiniao	sn
𪄡	zhanniao	zn
𪄢	daoniao	dn
𪄣	haoniao	hn
𪄤	taoniao	tn
𪄥	niaogu	ng
𪄦	niaocha	nc
𪄧	niaoni	nn
𪄨	shaoniao	sn
𪄩	niaosun	ns
𪄪	lainiao	ln
𪄫	tuniao	tn
𪄬	shiniao	sn
𪄭	muniao	mn
𪄮	yuniao	yn
𪄯	guiniao	gn
𪄰	biniao	bn
𪄱	diniao	dn
𪄲	shangniao	sn
𪄳	mainiao	mn
𪄴	minniao	mn
𪄵	jiniao	jn
𪄶	xiniao	xn
𪄷	xiniao	xn
𪄸	zeniao	zn
𪄹	changniao	cn
𪄺	niaokou	nk
𪄻	niaochong	nc
𪄼	weiniao	wn
𪄽	shiniao	sn
𪄾	zhuiniao	zn
𪄿	jinniao	jn
𪅀	jinniao	jn
𪅁	chongniao	cn
𪅂	zhangniao	zn
𪅃	piaoniao	pn
𪅄	lvniao	ln
𪅅	lveniao	ln
